IdSensore,w1 y2013,w2 y2013,w3 y2013,w4 y2013,w5 y2013,w6 y2013,w7 y2013,w8 y2013,w9 y2013,w10 y2013,w11 y2013,w12 y2013,w13 y2013,w14 y2013,w15 y2013,w16 y2013,w17 y2013,w18 y2013,w19 y2013,w20 y2013,w21 y2013,w22 y2013,w23 y2013,w24 y2013,w25 y2013,w26 y2013,w27 y2013,w28 y2013,w29 y2013,w30 y2013,w31 y2013,w32 y2013,w33 y2013,w34 y2013,w35 y2013,w36 y2013,w37 y2013,w38 y2013,w39 y2013,w40 y2013,w41 y2013,w42 y2013,w43 y2013,w44 y2013,w45 y2013,w46 y2013,w47 y2013,w48 y2013,w49 y2013,w50 y2013,w51 y2013,w52 y2013,w53 y2013,w1 y2014,w2 y2014,w3 y2014,w4 y2014,w5 y2014,w6 y2014,w7 y2014,w8 y2014,w9 y2014,w10 y2014,w11 y2014,w12 y2014,w13 y2014,w14 y2014,w15 y2014,w16 y2014,w17 y2014,w18 y2014,w19 y2014,w20 y2014,w21 y2014,w22 y2014,w23 y2014,w24 y2014,w25 y2014,w26 y2014,w27 y2014,w28 y2014,w29 y2014,w30 y2014,w31 y2014,w32 y2014,w33 y2014,w34 y2014,w35 y2014,w36 y2014,w37 y2014,w38 y2014,w39 y2014,w40 y2014,w41 y2014,w42 y2014,w43 y2014,w44 y2014,w45 y2014,w46 y2014,w47 y2014,w48 y2014,w49 y2014,w50 y2014,w51 y2014,w52 y2014,w53 y2014,w1 y2015,w2 y2015,w3 y2015,w4 y2015,w5 y2015,w6 y2015,w7 y2015,w8 y2015,w9 y2015,w10 y2015,w11 y2015,w12 y2015,w13 y2015,w14 y2015,w15 y2015,w16 y2015,w17 y2015,w18 y2015,w19 y2015,w20 y2015,w21 y2015,w22 y2015,w23 y2015,w24 y2015,w25 y2015,w26 y2015,w27 y2015,w28 y2015,w29 y2015,w30 y2015,w31 y2015,w32 y2015,w33 y2015,w34 y2015,w35 y2015,w36 y2015,w37 y2015,w38 y2015,w39 y2015,w40 y2015,w41 y2015,w42 y2015,w43 y2015,w44 y2015,w45 y2015,w46 y2015,w47 y2015,w48 y2015,w49 y2015,w50 y2015,w51 y2015,w52 y2015,w53 y2015,w1 y2016,w2 y2016,w3 y2016,w4 y2016,w5 y2016,w6 y2016,w7 y2016,w8 y2016,w9 y2016,w10 y2016,w11 y2016,w12 y2016,w13 y2016,w14 y2016,w15 y2016,w16 y2016,w17 y2016,w18 y2016,w19 y2016,w20 y2016,w21 y2016,w22 y2016,w23 y2016,w24 y2016,w25 y2016,w26 y2016,w27 y2016,w28 y2016,w29 y2016,w30 y2016,w31 y2016,w32 y2016,w33 y2016,w34 y2016,w35 y2016,w36 y2016,w37 y2016,w38 y2016,w39 y2016,w40 y2016,w41 y2016,w42 y2016,w43 y2016,w44 y2016,w45 y2016,w46 y2016,w47 y2016,w48 y2016,w49 y2016,w50 y2016,w51 y2016,w52 y2016,w53 y2016
6304,84.11,46.34,55.08,80.62,82.99,45.97,96.6,75.91,94.12,58.77,49.65,48.74,48.66,45.84,44.99,39.71,37.0,34.38,28.53,27.89,21.94,19.8,23.7,23.76,9.29,12.21,14.7,12.06,14.33,11.53,12.68,10.31,5.74,8.14,12.1,14.49,35.88,35.11,28.5,40.19,34.76,57.83,56.91,51.98,58.69,77.24,47.58,130.7,165.35,215.07,157.1,51.4,79.22,67.53,84.72,87.6,99.95,72.87,72.66,87.22,58.42,53.24,56.06,50.82,27.77,36.85,39.54,24.03,29.95,23.53,23.77,25.22,18.29,17.27,18.44,34.09,29.4,22.03,27.95,24.91,27.36,24.7,27.56,24.35,19.6,21.41,26.36,22.92,47.85,23.77,26.34,33.5,36.85,31.25,46.78,51.24,75.82,46.08,59.33,178.75,58.95,71.8,154.6,160.47,67.24,62.16,79.14,99.89,87.93,78.17,82.77,120.58,83.04,52.88,49.11,56.96,44.66,44.11,29.18,27.68,37.7,32.63,22.98,29.2,25.43,15.82,17.75,18.32,21.58,20.73,20.22,25.24,19.48,18.14,18.18,15.4,19.91,17.29,13.0,15.62,22.14,24.55,26.46,31.45,35.13,33.74,32.35,38.03,69.81,58.34,74.76,76.96,94.11,103.48,101.7,116.64,124.17,74.68,54.18,59.8,79.74,69.26,93.89,65.08,58.61,36.84,59.88,47.72,41.05,29.43,36.28,26.03,30.58,14.81,20.83,13.03,13.47,18.88,14.34,11.81,16.97,19.09,19.57,27.81,18.7,16.69,11.33,13.27,13.03,13.66,8.06,6.72,8.64,11.72,11.97,17.37,19.01,40.76,32.62,34.96,40.47,31.16,54.18,61.35,73.34,85.37,55.53,96.97,129.11,106.16,86.23,83.79
6310,202.51,135.0,179.71,165.25,199.91,123.94,187.44,101.48,93.94,93.47,66.83,71.22,52.79,62.03,66.52,75.47,53.28,52.63,44.61,39.07,35.87,41.02,47.77,49.06,57.58,44.77,26.56,25.29,25.07,28.71,26.84,24.19,17.1,17.28,20.005000000000003,22.73,31.03,42.04,39.07,36.2,44.08,76.39,58.18,44.11,67.21,99.02,67.32,144.12,220.92000000000002,297.72,177.76,44.93,66.21,78.47,111.59,115.74,128.12,68.55,49.24,75.29,53.77,41.92,59.12,75.68,47.89,56.96,55.59,37.99,39.46,42.56,31.07,32.64,29.64,36.2,41.67,41.05,23.314999999999998,5.58,23.53,25.83,22.58,25.41,20.29,22.71,16.91,19.52,22.13,24.740000000000002,27.35,29.96,32.57,35.18,37.79,39.46,79.86,51.95,92.36,65.05,92.12,219.28,67.87,82.32,240.65,234.34,135.72,85.91,144.6,197.72,142.43,214.06,161.31,180.35,126.98,77.16,72.66,75.8,53.65,47.12,42.3,50.54,53.48,49.96,35.78,34.58,11.21,40.43,38.81,44.88,44.59923076923077,44.31846153846154,44.03769230769231,43.75692307692308,43.47615384615385,43.19538461538462,42.91461538461538,42.63384615384615,42.35307692307692,42.07230769230769,41.79153846153846,41.51076923076923,41.23,54.27,46.72,48.4,58.46,70.33,56.75,85.01,139.24,167.79,234.65,157.14,123.6,271.2,266.89,353.59,335.32,320.13666666666666,304.9533333333333,289.77,156.13,169.27,255.57,143.85,130.3,118.68,115.97,80.11,72.24,57.04,60.03,60.97,71.09,56.48,52.58,48.38,57.08,50.93,47.19,46.13,40.77,38.38,31.94,37.77,36.49,35.74,34.57,38.36,36.76,35.58,35.55,33.46,34.73,41.95,42.36,41.67,58.89,65.73,66.87,75.66,94.99,102.87,102.59,104.16,126.17,126.17,126.17,126.17,126.17,126.17,126.17,126.17
6308,5683.905,5059.8099999999995,4435.715,3811.62,3187.5249999999996,2563.43,1939.335,1315.2399999999998,691.1449999999995,67.05,65.14285714285714,63.23571428571429,61.32857142857143,59.42142857142857,57.51428571428572,55.60714285714286,53.7,48.230000000000004,42.760000000000005,37.29,31.82,26.35,25.54,27.5,20.49,22.8,24.33,23.06,27.47,26.79,26.96,20.62,14.73,20.2,26.52,32.84,49.39,41.71,38.26,45.04,59.11,84.95,65.47,54.53,67.45,98.96,69.82,173.2,230.1,378.54,240.95,71.22,123.04,112.75,182.63,196.245,209.86,177.28,155.34,191.38,136.97,111.99,123.46,130.57,57.84,74.89,77.46,39.84,53.25,40.18,35.66,39.7,28.21,35.26,33.62,37.8,30.77,31.21,32.1,27.34,29.17,35.16,31.81,13.85,20.58,20.1,25.07,27.42,41.08,34.2,40.38,60.93,55.25,57.54,71.98,73.04,113.34,73.17,98.26,239.73,91.75,117.26,256.91,320.92,111.22,98.81,159.87,182.3,126.18,175.68,135.07,130.605,126.14,88.22,97.92,79.96,59.82,54.83,40.79,30.06,46.31,35.73,21.42,21.08,27.06,18.04,24.15,18.31,19.43,18.11,16.83,20.33,18.76,15.03,13.36,7.38,22.83,23.2,19.54,24.035,28.53,27.94,28.63,30.93,41.71,40.65,39.23,59.41,105.87,105.71,103.93,98.99,77.36,126.49,190.71,182.84,398.97,205.52,111.32,105.86,140.52,151.04,214.88,149.87,113.01,77.55,92.55,22.09,92.52,64.3,60.2,51.07,53.62,35.78,36.44,29.71,36.28,39.43,36.99,34.37,32.72,30.9,31.23,30.41,24.07,26.77,24.97,29.46,27.95,24.36,26.54,23.12,27.4,38.07,44.6,51.19,53.53,62.52,47.92,73.88,95.17,80.4,96.16,117.38,134.01,122.65,120.38,220.69,260.57,212.55,169.83,181.6
6314,98.53,82.05,108.38,130.55,85.83,76.05,149.25,81.17,88.65,75.8,84.13,48.67,40.4,36.65,37.62,38.02,31.31,26.73,23.21,26.1,21.59,18.21,21.17,20.03,19.59,20.3,24.36,19.85,24.06,18.74,23.87,23.38,15.7,19.42,30.65,34.8,34.7,52.84,26.27,40.22,46.5,73.41,60.37,60.58,79.23,112.02,80.0,165.28,162.81,191.1,170.38,85.14,98.86,80.01,92.46,93.24,132.5,84.53,72.1,114.71,85.42999999999999,56.15,98.06,64.82,35.94,48.81,41.99,26.47,29.97,28.5,24.3,24.81,20.08,20.74,18.61,25.91,23.98,18.39,21.6,23.4,20.53,22.05,21.02,20.86,18.37,15.73,21.67,22.87,34.11,31.37,36.47,49.01,50.02,35.12,56.24,67.67,89.01,53.3,63.68,199.25,67.88,71.1,179.64,140.01,79.73,90.21,82.33,106.69,117.5,111.2,102.53,100.81,123.98,67.98,71.43,72.2,57.87,50.19,32.13,25.72,26.56,28.77,20.36,25.69,22.23,18.36,20.15,16.35,19.84,19.34,18.07,19.73,20.04,20.93,19.87,19.76,22.31,20.23,17.12,18.76,23.81,27.03,31.69,25.77,33.96,37.84,42.11,32.69,73.83500000000001,114.98,111.67,79.91,98.36,177.91,85.75,134.22,150.82,76.44,63.93,54.98,106.61,175.9,197.0,100.53,82.07,57.5,70.3,48.3,56.18,54.19,44.0,41.76,38.83,26.58,25.18,23.46,23.88,30.57,22.85,13.41,27.9,21.56,20.48,21.87,22.28,21.94,22.4,25.25,23.76,22.48,23.94,24.6,25.26,23.62,27.85,32.29,30.58,47.46,39.29,51.474999999999994,63.66,66.4,63.52,90.73,113.36,97.67,76.11,150.52,126.09,199.17,120.92,112.54
6318,179.86,82.4,104.36,137.87,144.41,91.97,137.44,101.74,144.98,108.97,80.73,88.23,65.46,67.05,74.48,64.87,61.57,54.57,43.44,49.55,39.16,40.14,34.51,29.36,27.49,37.1,31.01,24.07,28.32,39.34,50.36,41.58,23.21,32.27,52.64,58.32,61.45,82.5,59.76,71.58,83.17,132.06,110.89,97.68,117.96,146.09,109.65,247.46,349.23,373.11,127.54,57.21,74.84,59.89,179.91,174.98,176.82,120.63,139.18,163.77,98.94,92.37,101.27,106.32,47.42,68.58,64.79,37.67,47.88,40.61,41.43,40.05,30.72,29.52,28.42,38.91,28.42,23.52,31.22,33.28,26.38,30.18,27.8,58.33,26.46,22.31,31.71,44.0,74.1,59.67,80.66,104.32,99.2,86.94,131.43,124.2,174.65,115.82,159.03,284.7,128.29,141.06,273.59,312.2,135.47,101.44,213.52,253.64,152.68,183.62,184.06,193.65,156.46,109.21,124.01,128.19,104.17,80.68,66.28,46.11,77.87,57.19,43.23,44.01,59.58,34.9,35.03,27.51,36.27,35.42,24.43,31.99,23.08,25.54,21.14,15.66,21.94,22.770000000000003,23.6,31.45,49.9,58.97,62.94,61.98,75.29,66.18,82.08,101.51,165.07,153.95,217.68,163.06,113.56,214.06,169.82,233.89,256.42,176.21,90.98,89.6,163.88,159.13,306.98,171.56,156.84,105.53,138.41,108.0,100.15,80.78,77.26,50.51,58.14,39.36,50.96,38.13,46.01,60.84,47.31,44.43,43.42,33.89,33.16,35.12,39.63,35.68,33.03,35.76,39.22,36.35,37.74,16.84,27.01,41.67,45.27,51.78,69.51,83.29,71.94,109.31,105.65,97.54,114.57,137.62,146.78,128.11,138.83,197.64,216.71,226.99,198.99,168.8
6320,288.89,151.25,216.29,257.61,230.79,177.83,256.3,174.62,181.46,144.8,128.08,116.96,109.7,104.57,100.96,116.86,93.34,101.12,73.19,82.21,69.08,63.51,66.05,60.43,60.93,69.1,81.75,67.77,74.35,49.72,66.88,55.03,28.19,40.7,69.03,78.9,77.67,112.81,60.84,115.6,101.43,152.82,146.58,137.34,151.67,208.25,169.68,271.58,304.99,369.46,374.61,193.84,320.15,242.25,241.32,294.02,256.84,215.8,209.65,241.7,185.53,172.97,234.65,182.73,100.73,158.22,127.25,85.22,104.95,97.78,102.34,88.21,80.49,65.6,66.99,91.61,93.21,56.11,90.01,95.96,70.92,79.55,88.76,82.72,56.86,42.32,62.18,66.63,97.73,94.67,127.34,133.32,128.61,110.37,145.42,154.59,202.5,109.64,173.9,273.08,155.99,154.89,323.28,329.37,157.66,152.8,200.56,263.01,235.77,291.43,256.61,241.75,241.44,204.89,183.79,159.68,165.05,152.38,106.54,88.47,116.72,91.7,85.26,109.8,104.18,71.04,71.11,54.76,77.24,85.57,69.01,71.28,67.55,56.23,47.11,57.39,76.37,73.69,54.16,67.64,91.8,101.64,128.28,110.64,133.77,141.12,142.46,143.72,231.05,258.02,345.0,216.45,171.42,330.97,175.27,260.2,331.51,192.22,97.64,143.63,218.46,240.22,351.55,207.48,190.62,157.68,157.07,156.42,104.54,103.54,98.07,87.57,89.98,59.76,69.79,65.89,71.93,97.81,74.79,63.22,94.32,69.81,51.55,58.306666666666665,65.06333333333333,71.82,81.23,75.82,86.84,68.43,69.88,44.77,67.54,92.24,102.2,113.1,128.225,143.35,106.98,151.69,156.94,144.2,148.72,173.81,207.46,168.92,143.82,188.54,197.84,257.99,296.99,237.94
6324,257.03,125.7,180.76,197.28,162.02,133.75,188.67,105.56,167.23,120.79,82.02,80.14,55.61,60.95,53.5,48.49,42.96,43.68,42.23,31.44,34.82,33.2,32.06,35.09,28.15,33.65,31.49,29.78,31.84,33.24,31.37,24.61,17.14,19.59,27.43,33.83,38.96,60.86,63.445,66.03,80.6,134.11,100.41,85.75,108.0,167.88,103.1,285.19,352.81,542.1,393.43,143.66,227.26,213.96,205.6,248.46,214.88,155.6,130.02,191.42,141.81,103.38,139.9,173.87,48.77,93.5,81.7,43.95,54.63,59.92,44.63,48.25,47.06,42.67,37.67,42.97,42.18,40.98,34.6,40.17,36.59,39.84,33.72,40.72,28.73,23.29,27.25,39.004999999999995,50.76,34.25,46.88,63.99,57.41,57.98,112.98,93.8,167.61,96.1,113.81,308.99,98.85,101.09,314.01,280.51,142.11,99.95,187.6,244.73,194.17,277.11,221.74,207.09,188.64,160.67,150.7,136.72,121.48,236.82,59.76,64.47,83.17,71.08,47.34,45.99,51.28,50.63,36.26,34.21,38.43,39.36,30.94,33.05,32.34,32.67,33.2,28.4,30.58,32.55,27.43,28.69,49.57,47.53,56.49,56.04,69.69,77.5,63.76,93.67,177.11,178.73,282.59,173.52,151.73,304.0,206.81,290.03,367.23,189.37,72.98,122.35,162.24,218.41,356.49,182.49,153.84,114.17,113.6,94.36,93.38,73.85,82.48,65.63,60.08,52.58,42.73,41.3,53.66,50.82,41.87,41.45,41.5,40.61,35.0,39.71,35.59,32.8,33.68,37.51,37.35,32.15,27.85,23.99,26.31,40.35,47.21,54.92,56.06,77.45,67.12,99.25,126.73,125.38,115.74,141.76,196.08,152.49,159.65,243.13,268.06,339.57,327.89,228.37
6326,204.16,105.93,147.14,179.66,155.67,108.88,225.85,127.02,172.66,98.92,84.52,100.8,81.57,62.59,64.11,62.2,56.45,54.06,38.17,43.01,33.33,28.23,28.31125,28.3925,28.47375,28.555,28.63625,28.7175,28.79875,28.88,36.71,34.8,20.16,26.75,37.96,48.56,50.86,78.7,48.77,69.59,64.19,116.41,138.64,90.56,113.22,155.46,87.35,207.685,328.02,411.49,283.07,117.85,196.97,137.94,146.03,153.55,201.69,122.35,138.3,156.71,122.53,102.73,116.73,111.19,54.98,74.73,70.13,37.73,43.17,37.57,37.33,37.48,25.34,26.25,24.23,38.71,32.85,20.32,28.65,30.05,25.61,30.93,27.54,25.39,21.58,14.6,25.19,28.87,49.04,46.98,52.27,69.23,71.88,54.51,91.93,104.97,176.07,98.26,109.7,250.12,181.06,112.0,213.85,212.63,96.65,109.11,159.71,123.62,95.44,165.75,170.72,179.68,150.49,116.11,116.98,106.79,89.88,75.81,50.36,43.5,57.08,49.11,37.27,37.64,46.93,28.13,30.72,26.5,37.36,35.38,28.64,34.98,32.95,31.28,27.04,21.13,32.75,29.92,21.55,27.92,39.13,43.26,46.51,51.7,62.81,65.9,74.27,82.05,148.09,135.07,214.08,137.64,125.51,243.77,142.15,207.61,278.33,125.78,113.85,109.18,172.73,208.62,320.29,138.77,121.3,71.67,99.31,76.75,67.29,58.49,60.58,39.7,43.9,29.69,33.29,27.12,34.73,48.76,31.49,37.26,44.43,35.63,31.25,40.45,39.66,41.97,34.79,35.39,38.62,34.45,28.82,21.82,30.39,43.02,44.91,58.02,58.68,85.05,70.53,94.23,91.02,80.36,108.97,152.22,141.35,128.94,314.55,225.95,193.89,204.15,221.99,192.73
6328,329.14,186.08,255.3,272.95,232.33,169.43,270.32,164.22,203.02,158.15,106.31,127.75,105.94,93.82,97.25,83.8,74.47,67.74,55.96,57.98,46.72,49.39,51.63,49.21,42.7,53.89,53.79,53.24,55.61,39.26,65.67,57.7,30.35,44.28,67.31,81.47,82.14,118.17,77.74,121.94,129.76,173.93,173.22,142.42,145.69,197.37,184.77,277.95,337.73,475.3,349.82,141.91,207.42,202.06,213.3,248.73,201.17,184.92,162.17,166.925,171.68,147.68,178.15,167.86,95.99,107.86,107.1,82.51,79.61,74.85,75.31,77.58,51.18,60.22,57.14,70.92,62.78,47.02,69.8,60.03,65.53,68.22,64.21,77.07,64.21,52.33,74.39,85.86,104.4,100.54,115.51,130.14,136.17,146.41,138.91,169.08,225.79,176.15,191.84,357.67,254.26,213.68,344.69,389.46,187.24,177.88,232.22,289.07,245.6,278.34,255.46,252.69,237.69,210.32,214.21,169.12,165.26,164.99,107.72,113.27,115.76,113.67,105.68,97.5,100.8,76.79,82.15,64.41,75.02,86.34,78.53,73.35,60.35,66.81,51.82,51.49,73.99,58.69,44.66,64.16,72.43,102.72,142.11,137.26,168.34,150.86,171.8,181.29,262.45,247.87,328.36,239.01,193.62,322.07,233.56,292.33,344.68,222.27,147.53,151.85,210.11,216.31,309.09,207.01,186.52,144.99,164.47,156.83,120.71,119.34,118.45,97.64,107.75,70.78,95.81,88.69,95.86,115.75,97.25,72.91,114.29,95.68,84.16,74.71,60.64,63.26,57.88,63.13,56.35,52.68,63.17,42.17,52.47,51.54,59.5,78.19,98.62,139.09,119.73,153.96,177.22,179.49,179.26,191.73,221.75,216.85,162.59,239.24,286.04,265.59,248.94,225.52
6338,61.91,54.61,72.8,85.19,51.38,44.25,89.01,53.01,53.55,42.04,38.36,32.51,28.59,27.43,26.99,14.97,9.22,17.4,16.62,16.49,14.43,14.37,20.54,21.49,19.86,19.69,23.15,20.82,21.74,17.79,22.83,20.16,15.18,15.37,20.36,22.14,22.41,31.6,21.82,27.11,28.7,46.94,42.14,40.2,51.02,64.69,45.41,100.5,95.22,116.13,113.78,41.47,48.62,44.46,67.49,65.31,82.96,53.3,49.44,71.29,40.64,40.62,53.98,40.51,24.91,32.58,27.2,20.58,21.61,21.16,20.04,21.01,17.06,21.87,20.01,26.58,23.6,20.41,20.84,20.71,19.6,21.63,17.49,16.29,16.28,13.92,17.01,18.52,24.71,21.4,23.78,29.87,29.34,25.64,37.97,37.63,53.29,34.38,38.32,113.61,44.27,41.91,100.4,92.27,57.05,47.76,58.51,74.77,87.34,72.9,70.22,65.11,68.43,43.93,41.83,41.58,32.37,33.31,22.84,20.61,25.32,24.79,19.16,21.41,23.29,18.41,26.72,27.21,30.94,27.47,24.87,27.31,28.12,22.61,21.98,19.96,21.65,24.63,18.5,19.61,24.92,27.01,25.33,27.07,28.03,30.81,33.85,38.75,47.53,58.92,70.46,49.08,56.53,103.46,58.38,82.76,95.51,47.81,46.54,34.93,62.78,76.62,102.72,55.08,47.04,49.12,36.1,36.64,44.93,37.34,30.8,30.41,27.79,23.13,22.67,21.17,22.54,26.01,23.46,25.0,23.61,19.56,20.49,21.94,19.89,19.94,19.99,21.49,20.07,19.08,16.9,15.04,10.06,16.98,23.6,31.0,30.39,41.7,36.97,48.48,50.11,49.5,55.67,68.53,75.56,80.52,55.96,117.63,94.74,110.14,80.9,80.9
6340,209.67,96.2,149.17,158.65,116.2,89.9,177.55,85.86,138.88,108.82,61.76,61.67,48.48,50.62,52.58,45.83,38.81,34.54,35.76,34.05,34.84,34.82,39.09,44.4,38.28,51.11,44.47,59.425,74.38,60.93,79.04,61.57,42.75,47.98,64.23,79.08,62.34,68.04,41.0,50.03,71.82,119.07,77.96,69.51,87.73,138.18,120.32,240.92333333333335,361.52666666666664,482.13,361.03,120.04,213.98,185.31,183.4,248.47,186.81,142.96,112.14,162.24,133.17,94.17,135.97,147.64,54.62,88.58,69.57,42.16,55.53,53.35,41.69,43.43,35.46,36.74,36.98,42.07,43.63,37.8,36.38,38.86,37.74,38.84,36.31,39.69,32.31,25.58,31.43,39.48,52.8,44.03,49.85,79.68,66.57,60.82,95.5,96.67,179.78,87.84,115.97,319.33,108.05,115.38,332.23,332.04,141.3,75.99,185.64,241.41,192.36,271.26,189.18,203.85,187.64,150.8,142.51,123.5,93.15,83.8,56.58,49.22,72.48,52.41,25.32,28.735,32.15,21.72,25.43,20.14,26.88,26.73,19.19,21.95,20.38,21.22,20.76,16.7,23.56,34.0,16.01,20.18,38.47,36.02,39.35,43.43,53.6,58.23,46.88,65.8,153.6,142.42,204.83,143.05,137.95,288.66,202.73,325.18,283.53000000000003,241.88,200.23000000000002,158.58,116.93,215.97,268.43,155.88,108.65,72.32,83.36,68.01,83.71,56.21,66.66,43.91,39.51,32.54,24.57,26.76,32.03,32.26,29.54,26.38,24.05,27.8,18.44,25.03,15.54,28.68,33.07,40.52,44.46,36.07,34.2,27.9,30.84,40.05,43.71,57.68,60.39,75.13,68.33,99.48,123.94,106.11,113.04,143.68,195.86,151.08,151.05,265.68,316.21,334.17,258.18,233.58
6342,318.23,161.83,214.94,236.92,226.14,132.58,274.68,141.88,237.28,151.42,99.63,124.88,75.9,77.64,101.7,79.84,70.29,66.8,46.79,41.12,42.37,39.9,42.82,46.08,41.25,40.97,46.6,45.77,43.49,45.36,46.21,36.94,21.08,29.61,47.03,58.79,59.34,85.08,61.23,56.83,80.36,138.5,122.62,101.35,130.93,179.12,126.26,304.57,410.26,600.97,400.56,122.76,193.24,202.42,231.18,255.21,233.0,171.6,149.59,178.39,160.65,127.89,162.29,169.65,76.3,115.23,110.45,59.15,76.17,70.12,60.45,62.23,48.64,56.65,52.12,62.76,61.93,58.33,53.18,54.19,50.82,55.89,51.48,39.13,34.7,22.43,33.61,49.97,72.88,50.44,59.67,101.44,91.83,85.3,141.17,127.34,203.95,118.44,146.13,375.62,133.15,134.0,346.86,383.31,134.42,114.16,154.0775,193.995,233.9125,273.83,228.47,263.25,204.27,166.43,180.4,155.3,122.94,99.28,95.62,97.375,99.13,84.7,51.49,52.8,64.61,41.31,46.53,40.32,50.82,51.97,39.24,42.51,44.39,41.88,46.57,35.09,41.12,43.55,32.71,37.01,62.5,59.11,60.46,67.05,81.29,76.74,95.3,126.01,215.54,216.14,319.26,219.12,173.44,353.07,230.74,320.03,399.47,214.43,108.65,153.95,204.19,255.83,370.47,211.22,165.52,121.48,143.48,116.93,112.48,89.95,94.03,69.47,66.29,61.04,53.17,42.2,53.1,54.39,52.15,52.91,50.41,44.14,39.84,50.51,40.68,42.21,38.97,46.89,34.33,17.42,11.06,22.604999999999997,34.15,44.36,52.13,59.74,59.73,85.94,64.2,90.83,104.8,94.93,105.3,218.19,184.13,223.34,167.86,178.91,178.91,178.91,178.91,178.91
6344,178.56,101.55,132.95,149.34,128.86,91.23,162.97,78.19,96.04,100.7,72.85,69.7,51.66,53.99,57.02,46.04,40.85,44.32,39.83,30.93,36.11,29.52,29.85,30.37,59.5,70.73,89.63,67.57,76.05,116.85,122.83,59.05,48.72,44.49,57.3,95.71,44.3,65.09,42.81,54.66,71.48,125.57,107.79,88.29,120.88,155.74,126.47,240.04,317.65,441.68,321.5,142.77,204.95,180.72,175.37,214.28,190.81,139.19,117.69,160.26,128.81,93.77,135.17,134.05,57.23,109.52,85.02,66.72999999999999,48.44,47.15,33.92,34.98,32.97,33.22,28.08,38.42,30.15,26.36,28.39,31.94,27.66,32.57,26.93,32.7,24.01,20.98,28.37,35.54,49.79,34.4,49.75,70.51,55.3,57.1,91.04,74.33,123.01,78.22,90.09,236.39,79.92,76.62,215.18,201.69,96.19,55.87,119.18,157.25,145.27,159.38,142.07,119.93,128.66,108.08,94.76,76.2,65.86,64.42,48.71,39.28,111.3,47.15,31.05,34.2,32.71,23.42,25.03,20.3,26.52,26.58,20.25,22.73,26.08,28.125,30.17,24.97,25.78,30.91,27.91,25.93,43.93,35.31,43.35,42.25,46.03,49.11,43.65,39.39,133.98,124.81,218.43,126.82,95.96,195.25,120.33,182.42,228.31,125.52,46.7,82.34,116.74,129.57,197.29,110.68,81.28,66.56,66.76,50.61,48.31,60.02,71.73,83.44,53.1,40.86,34.29,32.66,38.47,45.74,37.29,36.39,40.92,36.54,32.09,36.17,33.71,31.46,34.04,35.96,37.62,28.41,26.03,22.78,18.62,32.55,33.21,41.83,35.94,54.58,44.68,61.1,78.19,70.29,68.93,91.37,94.88,96.17,88.6,154.71,163.85,144.87,117.33,91.35
6346,292.47,139.12,180.58,197.56,208.77,107.86,236.25,110.94,197.02,120.12,74.97,89.22,79.98,78.16,94.94,80.22,68.49,63.73,54.68,49.43,47.4,45.7,45.27,47.23,38.8,43.83,50.24,45.11,45.7,41.04,48.79,41.65,27.53,26.58,44.26,57.04,55.25,78.58,54.73,61.91,80.09,133.76,109.92,87.52,109.83,148.96,104.34,252.99,320.96,496.67,319.09,107.17,160.41,153.31,182.76,197.44,178.51,132.1,133.52,166.27,114.49,103.91,135.09,141.57,66.44,110.13,40.99,51.23,63.97,56.09,48.58,46.26,32.98,38.21,35.9,44.38,35.31,32.53,34.93,34.54,34.25,37.31,32.38,36.59,26.54,21.21,27.45,36.24,57.01,45.09,51.06,76.38,78.1,96.02,120.7,119.69,174.38,114.85,131.65,310.22,125.92,123.51,265.27,315.88,117.84,111.81,173.58,228.76,161.95,202.31,171.32,183.52,168.32,128.97,136.18,118.65,80.97,57.245000000000005,33.52,59.74,97.89,72.82,50.32,54.34,62.06,39.51,46.74,40.32,44.0,41.85,29.99,30.98,29.22,21.78,21.31,29.00333333333333,36.696666666666665,44.39,52.08333333333333,59.77666666666666,67.47,61.52,60.15,61.73,76.9,78.52,90.22,109.45,191.18,182.47,254.59,190.99,158.74,292.58,220.11,283.84,421.58,359.02,296.46,233.9,171.34,161.03,150.72,195.58,166.4,116.43,134.65,115.48,103.23,90.95,91.91,70.99,69.15,51.62,55.26,44.61,50.17,61.36,51.62,47.71,48.4,42.13,38.59,46.85,37.17,38.34,35.36,42.67,40.85,35.96,32.24,25.17,30.95,47.46,54.31,57.19,70.73,105.4,81.45,104.8,121.47,113.95,125.84,161.63,168.43,154.09,142.72,267.72,275.28,261.2,225.73,215.57
